customer_unique_id,order_id,order_status
0000366f3b9a7992bf8c76cfdf3221e2,e22acc9c116caa3f2b7121bbb380d08e,delivered
0000b849f77a49e4a4ce2b2a4ca5be3f,3594e05a005ac4d06a72673270ef9ec9,delivered
0000f46a3911fa3c0805444483337064,b33ec3b699337181488304f362a6b734,delivered
0000f6ccb0745a6a4b88665a16c9f078,41272756ecddd9a9ed0180413cc22fb6,delivered
0004aac84e0df4da2b147fca70cf8255,d957021f1127559cd947b62533f484f7,delivered
0004bd2a26a76fe21f786e4fbd80607f,3e470077b690ea3e3d501cffb5e0c499,delivered
00050ab1314c0e55a6ca13cf7181fecf,d0028facea13f508e880202d7097a5a1,delivered
00053a61a98854899e70ed204dd4bafe,44e608f2db00c74a1fe329de44416a4e,delivered
0005e1862207bf6ccc02e4228effd9a0,ae76bef74b97bcb0b3e355e60d9a6f9c,delivered
0005ef4cd20d2893f0d9fbd94d3c0d97,01b330808c5819a6a3cb79b72f0b8288,delivered
0006fdc98a402fceb4eb0ee528f6a8d4,6681163e3dab91c549952b2845b20281,delivered
00082cbe03e478190aadbea78542e933,67503374d1fbcbe5e3a40324f703ffc8,delivered
00090324bbad0e9342388303bb71ba0a,85bf8863657bff31006811d45d1c8db9,delivered
000949456b182f53c18b68d6babc79c1,d342d7bad292d68d41d58ffb594cf431,delivered
000a5ad9c4601d2bbdd9ed765d5213b3,f7fa5cf8386e51037856df1add3e1228,delivered
000bfa1d2f1a41876493be685390d6d3,fd61441ba2a7b57e6342862e779b10b0,delivered
000c8bdb58a29e7115cfc257230fb21b,34801c59d6ec5c5e89bfefb6ebef314d,delivered
000d460961d6dbfa3ec6c9f5805769e1,5fd641e5e16c3b056b1fb4dd6e429c43,delivered
000de6019bb59f34c099a907c151d855,c6d61340bd8baeedca7cc8e7f7ec07e9,delivered
000e309254ab1fc5ba99dd469d36bdb4,c5d3fae065a8090bae39f4f34b14cd06,delivered
000ec5bff359e1c0ad76a81a45cb598f,17e604bb550e265b46ebefe61430751b,delivered
000ed48ceeb6f4bf8ad021a10a3c7b43,4b2626de72497770ddfa81a533f70c76,delivered
000fbf0473c10fc1ab6f8d2d286ce20c,87440e08790d85796f5b8bc9f5ed2707,delivered
0010a452c6d13139e50b57f19f52e04e,57caee5837cc4a8f605f3a83bff208db,delivered
0010fb34b966d44409382af9e8fd5b77,1fc81b1074b61a259529663946b10a32,delivered
001147e649a7b1afd577e873841632dd,533dbcda0a703be171113573af8b3467,delivered
00115fc7123b5310cf6d3a3aa932699e,91d1bf2b7745903cb0d17162d1bbd750,delivered
0011805441c0d1b68b48002f1d005526,fb5d8b462dc9570527eff204b8a1a57b,delivered
0011857aff0e5871ce5eb429f21cdaf5,58d34816de3da57e9e07d7b34aced1b8,delivered
0011c98589159d6149979563c504cb21,3147d340c802cf04b463c4a5e532745d,delivered
0012929d977a8d7280bb277c1e5f589d,569fce9b205731d6e0c9f31e9cabd8f5,delivered
0014a5a58da615f7b01a4f5e194bf5ea,3eb5983ab1e64ba4a4dd7425a6d6d48b,delivered
0015752e079902b12cd00b9b7596276b,c97e64988f3d2b091838bb2815fc246b,delivered
00172711b30d52eea8b313a7f2cced02,bb874c45df1a3c97842d52f31efee99a,delivered
00172711b30d52eea8b313a7f2cced02,c306eca42d32507b970739b5b6a5a33a,canceled
00191a9719ef48ebb5860b130347bf33,90a2ae3a8c450a4b8baba2fc8eb0fa59,delivered
001926cef41060fae572e2e7b30bd2a4,6fc8cd5f4cfbea0b694434a10475fd6f,delivered
001928b561575b2821c92254a2327d06,aa14b8f4567fef1be1a8912ca010f1c7,delivered
00196c4c9a3af7dd2ad10eade69c926f,1d88068495a8986f241f769664ac98de,delivered
00196fdb2bf9edfc35e88ebfbcf8d781,3e83ca3523a68abaf07131a5ecab7319,delivered
0019da6aa6bcb27cc32f1249bd12da05,792aa3f0da2e24c9df178369950f2d13,delivered
0019e8c501c85848ac0966d45226fa1d,18bb4acb90913593d37049c601660009,delivered
001a2bf0e46c684031af91fb2bce149d,b46c295d27c87441788cfd92b75b1a3d,delivered
001a34eb30ecb8e3aacb07c475ca4dd1,279b9a9df2c05138cfda068bb1e0143d,delivered
001a3a8e11d76c9a366c31a4aa2cc529,5a082b558a3798d3e36d93bfa8ca1eae,delivered
001ae44fa04911a9e9577356dce6c63c,a59ef0abffbef8ddaae23600b6ee6604,shipped
001ae5a1788703d64536c30362503e49,0247aa98317f60908e99f44e7a2a4896,delivered
001deb796b28a3a128d6113857569aa4,bc444369eaecdac2463e2551eff32463,delivered
001f3c4211216384d5fe59b041ce1461,7845d9a1a3d511b756a5c2c2352ba770,delivered
002043098f10ba39a4600b6c52fbfe3c,4c5fb984844ad48dc34f8acf42eb0eda,delivered
002311514717ca8b65b09a26cdf7b91a,9256fda5584ec43f6212f63bdf17b2ec,delivered
0023557a94bef0038066b5d1b3dc763e,e91130c6fc7b9ad7646ba8260477bd66,delivered
002471155ecd08d208d1376720e2a907,f9e6499752da6fc8ae3b440055370d8f,delivered
00256bf7b05c08f6a5849df3d0a64f1f,9486c11941b06fdf44a70c74c0d03ed3,delivered
0025795df7a7d077c4c90162fa820085,dc9b66f791e6bc0d3a44e2c513a1d117,delivered
0027324a96d26a2bc7d69262f83c8403,07357a6641ec997dc95d17a571f9ce5f,delivered
0028a7d8db7b0247652509358ad8d755,75e6b640cd630f2a1b0250fadc68da12,delivered
0028cfeb9dfcd3628a56d5b6400deef5,1f92ee0cb5a486074e52ffcecaa1dbd0,delivered
00293787e2aec37a9c253b63fdfe2049,26967c9a40c842f7e0067b4ef5489082,delivered
0029bd580d3012618731f5abb174a07f,7a43bbe9766ce937332b6f9dcba36715,shipped
002aba8c1af80acacef6e011f9f23262,f407e662a10a7864e42c33fdc559ff0a,delivered
002ae492472e45ad6ebeb7a625409392,3ef9cbaa0a848de9dd30b1953d31a730,delivered
002b4cd83fabaffaa475f78ea5ef3e08,22bf3dde4d90667a74118fad0041bfd5,delivered
002bdeb33da5b1b3ce8b9c822f749c82,33333d8eea2fd73fef836145d8e725ea,delivered
002cdf87d4c03f08f7eb4551a923affc,952da942e2586c7131de1381aba049a3,delivered
002d3bd901608f67c3fc11eaaa842b13,34d14e4938fbe164df32fbf18b181497,delivered
002d71b244beb91ca7030b15ab526446,b14a8291157869f3d51b2d24c96d2da7,delivered
002da6dde369f6a8b4c999ed61eb5a87,cf8ace9395d2ee06b4b513df8ba682b3,delivered
002eb8b96288f3804e21d2777ac29895,e1b7512618fd9b1dc5bba0cfe3a7aee4,delivered
002ed12115742033f015cb3c269ccf68,565f70f153b3d8a2684d6808ba284de7,delivered
002ef00822613c94613e60e03b169fef,b525c6d19f79d13ff968c544e517bafe,delivered
002feefec5af0a3b26ee7839c66d205e,828c3114b783f896fba059433600c471,delivered
003035f5ec76f2220098377482de93c9,0903e0b7f189735c47cae28e5e5766f5,delivered
003162bf0351f47a1a247992b8b9b42d,5c0020b504a0fe54c58f9135380f6e6d,delivered
00324c9f4d710e7bac5c5ba679714430,1405c563a488ba7869c598deec085886,delivered
0032c76b20340da25249092a268ce66c,59fa27082bb77c5dbd8a6568f3b34380,delivered
0032ca69771a7758ce643258bb9e4ac7,7073be83c3247747c26a69d5a689edbf,delivered
0033f4a2887e07e25aa1204d482f41ba,c08a3a0b0a729cc378e7a36ebf5e9a95,delivered
00344274804f3b8003de1b0562ae01df,29987cf19684b333665b685a76f8dd8e,delivered
0034c76b7e6a17d738375b99afc2f01e,6b58f3523e45f9838f702acbc21e2f51,delivered
0035029989e6fc5cf030918a5f9f2037,7828e49a0881db0def748546e4b2c8dc,delivered
003650b504826ea534e02eba0ab58dd5,4bd1099b6061705c9dc280f3f0c4324a,delivered
0036a074f98b80c4f1fc33dbbcf9c552,4c05a3711a90dee7f6336af0f3385142,delivered
0036b4a3d09ad551a5188c2e374da402,64186fc41dae6b5dcb3e6b743d4220a1,delivered
0036d365b138cc0ee06bed755bcb5044,06a84b737d3839803dfc2e1a7e740d2c,delivered
00370dfde3d012c420d29657afc2fc8b,b1c2e69c9063d5ab5c9fe9138ecb08e0,delivered
00377a18050b898b93e2c774be9947db,b4cafb8fabcef776ee4b1108769b47ae,delivered
0037aa56b017c105c3a9d47af71fff98,4ba83c2746627aa89b8cbf168fbb6fa3,delivered
0037d2bbb9ebc39d9114aea27ee16d72,cf838b10d965c765a75c4f6f17bf645e,delivered
0037eb1ff742ee2e71ba887f65f3c6f3,d873fac825acde118d8302108e56afff,delivered
003800162424b7b5b3d75c9cf22a66e7,e2fca022373f1b683cf49d41e76ec1e8,delivered
