order_id,order_purchase_timestamp,customer_unique_id,payment_type,payment_value
10a045cdf6a5650c21e9cfeb60384c16,2018-10-17 17:30:18,87ab9fec999db8bd5774917de3cdf01c,voucher,89.71
b059ee4de278302d550a3035c4cdb740,2018-10-16 20:16:02,262e1f1e26e92e86375f86840b4ffd63,voucher,222.03
a2ac6dad85cf8af5b0afb510a240fe8c,2018-10-03 18:55:29,af5454198a97379394cacf676e1e96cb,voucher,197.55
616fa7d4871b87832197b2a137a115d2,2018-10-01 15:30:09,634420a0ea42302205032ed44ac7fccc,voucher,80.38
392ed9afd714e3c74767d0c4d3e3f477,2018-09-29 09:13:03,9bb92bebd4cb7511e1a02d5e50bc4655,voucher,137.03
869997fbe01f39d184956b5c6bccfdbe,2018-09-26 08:40:15,ba84da8c159659f116329563a0a981dd,voucher,94.63
5aac76cf7b07dd06fa4d50bf461d2f40,2018-09-25 11:59:18,9c3af16efacb7aa06aa3bc674556c5d6,voucher,221.54
ed3efbd3a87bea76c2812c66a0b32219,2018-09-20 13:54:16,08642cd329066fe11ec63293f714f2f8,voucher,191.46
bd35b677fd239386e9861d11ae98ab56,2018-09-17 17:21:16,ef0103e9602d12594d19c2b666219bc1,voucher,84.58
ea844c92cf978ea23321fa7fe5871761,2018-09-13 09:56:12,c1ee153508c6b785b491443a95ff364e,voucher,414.04
1ad22e16129698e1a3cc11e4350d2cb7,2018-09-12 15:32:16,ef0103e9602d12594d19c2b666219bc1,voucher,84.58
87ae60ef8b08ae0e5f903cacb53a6904,2018-09-11 16:45:54,09687a7b7431a93b5c53b50ba779bf94,voucher,258.67
21a00b08cbeb5716bbb66105e3dbd850,2018-09-10 17:51:25,76e5f3bca2b1f5c510c41563c2ea31a4,voucher,51.17
a89abace0dcc01eeb267a9660b5ac126,2018-09-06 18:45:47,d05c44a138277ad325d915c6b7ccbcdf,voucher,107.13
4d59cc2a2e7bb6c0a851725f5888a9b5,2018-09-06 14:50:07,230a1e9f42924d41f37fd22a1d4a9707,voucher,69.46
afb61112fb99b07fe17e591c68c0c84c,2018-09-06 10:48:12,0a5dadb73145d29f42f703c97c377ae8,voucher,2266.61
cfdfd7862e532c4ec1ed1c6a1b56d320,2018-09-03 18:45:34,af5454198a97379394cacf676e1e96cb,voucher,197.55
0d3adebce4bebc1f80a7f36e9833f497,2018-09-03 18:40:50,ba84da8c159659f116329563a0a981dd,voucher,94.63
4637ca194b6387e2d538dc89b124b0ee,2018-09-03 14:14:25,968fac81e2c44fb6c1e3ac2a45e6a102,not_defined,0.0
54282e97f61c23b78330c15b154c867d,2018-09-03 09:06:57,ff22e30958c13ffe219db7d711e8f564,voucher,166.46
3a3cddda5a7c27851bd96c3313412840,2018-08-31 16:13:44,e90598185d2427a35e32ef241a5c04aa,voucher,63.89
572c4bbf0f5f85a9b4a2c4fe0c7f04d5,2018-08-30 15:11:58,230a1e9f42924d41f37fd22a1d4a9707,voucher,69.46
2663ce3526465b7ee9809428adabdc45,2018-08-30 13:07:46,eb240714223915add224beff2d844e53,voucher,71.61
bb8edfe0742a6a0279b7dff848289568,2018-08-30 10:24:34,91544d22848a922381b73b5e21ad58ff,voucher,72.98
0a472c47d928bf4cd8b6a7a30345eeb7,2018-08-30 10:14:00,3158fc4f60ca92412de397461b64cee3,voucher,490.99
8d4c637f1accf7a88a4555f02741e606,2018-08-29 16:27:49,a8dd81392e5eee5d979c629a76abec2a,voucher,66.44
35a972d7f8436f405b56e36add1a7140,2018-08-29 15:00:37,24ac2b4327e25baf39f2119e4228976a,credit_card,93.75
03ef5dedbe7492bdae72eec50764c43f,2018-08-29 14:52:00,b701bebbdf478f5500348f03aff62121,credit_card,33.23
168626408cb32af0ffaf76711caae1dc,2018-08-29 14:18:28,7febafa06d9d8f232a900a2937f04338,voucher,61.29
0b223d92c27432930dfe407c6aea3041,2018-08-29 14:18:23,5c58de6fb80e93396e2f35642666b693,credit_card,510.96
52018484704db3661b98ce838612b507,2018-08-29 12:25:59,7a22d14aa3c3599238509ddca4b93b01,credit_card,73.1
d03ca98f59480e7e76c71fa83ecd8fb6,2018-08-29 11:06:11,0421e7a23f21e5d54efed456aedbc513,credit_card,119.42
d70442bc5e3cb7438da497cc6a210f80,2018-08-29 10:22:35,21dbe8eabd00b34492a939c540e2b1a7,credit_card,14.29
b102b42cde7719ae4b7c0163cf4d7dbe,2018-08-29 10:15:27,e6615c36920f67f15822a79168d7d32d,voucher,468.11
912859fef5a0bd5059b6d48fa79d121a,2018-08-29 09:48:09,0c6d7218d5f3fa14514fd29865269993,credit_card,178.25
fb393211459aac00af932cd7ab4fa2cc,2018-08-29 09:14:11,b4dcade04bc548b7e3b0243c801f8c26,credit_card,106.95
bee12e8653a04e76786e8891cfb6330a,2018-08-29 08:46:11,afbcfd0b9c5233e7ccc73428526fbb52,credit_card,497.25
65fdcb432cb9cfa970e3a3817b39040d,2018-08-29 08:44:38,ef0103e9602d12594d19c2b666219bc1,voucher,84.58
c84d88553f9878bf2c7ecda2eb211ece,2018-08-29 08:25:34,f80013faf776e37bcea7634d59c2181e,credit_card,74.21
4c867c2aac81653679eff07e922441a0,2018-08-28 22:51:54,36a5c01d940c382346247b3e6c485c2d,credit_card,38.36
e7c290bfc31d7eed478c3d3d2d4d2953,2018-08-28 22:30:32,9dfcc502727549f99c9f73dbd28b35e9,credit_card,98.04
dbb786f88b6d4e52fe3cb5d771b979d6,2018-08-28 21:56:30,a712a430955027da5bc257a10073a390,credit_card,161.97
3064071cf67a2cc381cd53b13055eac5,2018-08-28 21:56:12,1041688b50cfd8ef6df6086a1746a30c,credit_card,27.46
00b44ba3d7c4a5e9a9ebafef9150781d,2018-08-28 21:10:46,77367b6fbb034ca710d4f41aad009151,credit_card,67.58
cb9628da43a976b479b45230984a05b8,2018-08-28 20:49:17,83176537f63ef9c7510572006c85ac50,credit_card,712.9
c8c528189310eaa44a745b8d9d26908b,2018-08-28 20:05:14,6ba987d564bad1f9da8e14b9d3b71c8f,not_defined,0.0
bda15d43b16684fa4eff328a7db33d8b,2018-08-28 19:44:25,a3bf67d0b92528d2fe5c379dd905bf66,credit_card,128.99
d99a07d049ac5c39f6f62edba8d57721,2018-08-28 19:32:31,6d2ca69d13c11fd702133bfc8a1310a3,credit_card,111.62
d4fae577806d683110e00e18a5e181be,2018-08-28 19:32:05,fb7e29c65321441231990afc201c1b14,boleto,139.43
20db59f6705840a0ce5c76b77487ad03,2018-08-28 19:31:41,e58697e3a253c253e1582f8c4f4c54ff,credit_card,185.82
6d6783e9e03bc56ba0d4f018d45babe3,2018-08-28 19:27:43,c45221bb4573f66bdd4daf43fe2d4b3b,credit_card,37.37
141d7ee98d9a50269f84d9a3c5330cba,2018-08-28 18:58:13,58ffbb506c34ffb731c99595589a4ebe,credit_card,38.37
0ac69790e2a6e4c075edbd78648a3594,2018-08-28 18:49:20,ca36d819c1759cdb6257fef0bb5d362d,debit_card,14.89
ab7a53a8e94cab448240ff654797c44e,2018-08-28 17:39:38,44d111bdc55faca551ef91cb74a444d8,credit_card,259.81
93d7e1f0c5415c1a0679635187700f1d,2018-08-28 16:33:22,2cbb27285e259123d5b9aac321b7085e,credit_card,216.58
986983dd21e5167fac109fadaf7aac16,2018-08-28 15:58:28,55cfdb1ec3c5bf60d9ccc0d5f276f8a9,credit_card,260.5
2c1f8fd9aa5f50ec17f4c95e52223a3a,2018-08-28 15:53:09,bb5d40ed8c3448238563262b4700bae5,voucher,18.36
2c1f8fd9aa5f50ec17f4c95e52223a3a,2018-08-28 15:53:09,bb5d40ed8c3448238563262b4700bae5,voucher,20.0
2c1f8fd9aa5f50ec17f4c95e52223a3a,2018-08-28 15:53:09,bb5d40ed8c3448238563262b4700bae5,voucher,20.0
00b1cb0320190ca0daa2c88b35206009,2018-08-28 15:26:39,4fa4365000c7090fcb8cad5713c6d3db,not_defined,0.0
9344079d5fbb7dd79af908b7eb667db7,2018-08-28 15:11:49,23e6a9d387ba03e2099233222d7635cf,boleto,188.13
c59712a9767189f0a1e5258b5c3447b0,2018-08-28 14:37:52,6e7bfbc2f1b96b9be02a19a233d98e0f,credit_card,66.67
d2ce2764e877473355ddb49af8eb3bc5,2018-08-28 14:32:59,f3e71989aaa365356d121d87129aa2ce,credit_card,120.93
f9e254c56ad8dc27d6fd34b26f94711f,2018-08-28 14:11:30,4706721f3a6d9c24567ee139423d530a,credit_card,27.29
dd7fbf8b53b7ffa059c926a77c42f04f,2018-08-28 14:01:04,bfd827e8a21c8be7bdef29573a885b76,credit_card,126.63
dec9169d4f8c2e229d7421e28ef70781,2018-08-28 13:29:17,b6bc6eaab9eb9a657eef5c57a601713f,credit_card,65.53
7b4f660a72183fc98991998a65320863,2018-08-28 13:28:34,b1ad98d58fd0f92925b9accab32c0400,credit_card,21.89
d01395763bb11d18d9482f322715b80d,2018-08-28 12:48:50,6d338ce1c12a81b0273d0f82bd0a2482,credit_card,160.12
dbe2d1c6c34f5c31bb6736e1720c9b7e,2018-08-28 12:45:15,1b2ca7e6f04df407b81492b44aef46eb,voucher,34.83
a305557a41b3c1889b8e0d9255f9ef1a,2018-08-28 12:38:17,2c1909908a8785c7c8bc786fe9c201d4,credit_card,75.46
a5faf579cc2b53168cc080836b834078,2018-08-28 12:18:54,273047f188ca0f38396842d5548be365,credit_card,19.39
18995da0f41134f344ebeb2e97965d2d,2018-08-28 11:51:45,85433b79199eaa164656369cc4fe3e0a,credit_card,66.03
576466ecdb1ad73bb848943a98649668,2018-08-28 11:26:59,c68b545a924d24da9c0f35ab7e6aee94,credit_card,26.38
b0abfb398741998a8e47cc773b5e0edb,2018-08-28 11:26:02,951e43ac800150729e3a81fd88e64503,credit_card,47.44
1776f9cc0f976e7aa0e8372a5325c41a,2018-08-28 11:16:37,dad1eb1624d037f15eeac6c2c2cd0843,credit_card,82.14
b18f96d97651133bd9a491945fa1d3bd,2018-08-28 10:57:13,34b0cd95480e55c2a701293a2b9671b3,credit_card,38.37
