seller_id,seller_zip_code_prefix,order_id,product_id,price
0015a82c2db000af6aaaf3ae2ecb0532,9080,7f39ba4c9052be115350065d07583cac,a2ff5a97bf95719e38ea2e3b4105bce8,895.0
0015a82c2db000af6aaaf3ae2ecb0532,9080,9dc8d1a6f16f1b89874c29c9d8d30447,a2ff5a97bf95719e38ea2e3b4105bce8,895.0
0015a82c2db000af6aaaf3ae2ecb0532,9080,d455a8cb295653b55abda06d434ab492,a2ff5a97bf95719e38ea2e3b4105bce8,895.0
001cca7ae9ae17fb1caed9dfb1094831,29156,006e43460a55bc60c0a437521e426529,08574b074924071f4e201e151b152b4e,99.0
001cca7ae9ae17fb1caed9dfb1094831,29156,00dfb074b5c910fbd08e04691c4b712f,4f3b83b83f7fb280fca4f90ba502f50e,99.5
001cca7ae9ae17fb1caed9dfb1094831,29156,0240c9d87266e4cabc3bacdcdc6e77e4,547b95702aec86f05ac37e61d164891c,129.0
001cca7ae9ae17fb1caed9dfb1094831,29156,038345c4a9d21c17180f2f77e1701c69,08574b074924071f4e201e151b152b4e,99.0
001cca7ae9ae17fb1caed9dfb1094831,29156,03c765107c8fc34c68a82bbd6c686856,e251ebd2858be1aa7d9b2087a6992580,112.0
001cca7ae9ae17fb1caed9dfb1094831,29156,06c07d5b2696b9631375e2877c955b3b,08574b074924071f4e201e151b152b4e,99.0
001cca7ae9ae17fb1caed9dfb1094831,29156,072d46cbc49c2ee26ddde8f25d22f617,e251ebd2858be1aa7d9b2087a6992580,129.0
001cca7ae9ae17fb1caed9dfb1094831,29156,077934ed5527f66c12ae98ad498190e1,08574b074924071f4e201e151b152b4e,89.0
001cca7ae9ae17fb1caed9dfb1094831,29156,07dba073c2b18c2c748f28ed51c87ee8,08574b074924071f4e201e151b152b4e,101.0
001cca7ae9ae17fb1caed9dfb1094831,29156,08935d5052c6414b1960eb67796d01f5,86b22a03cb72239dd53996a67df35c63,79.0
001cca7ae9ae17fb1caed9dfb1094831,29156,08d55c0e173bdfa5770a50a253b1810f,98a8c2fa16d7239c606640f5555768e4,99.0
001cca7ae9ae17fb1caed9dfb1094831,29156,0aed18a03ea2ccdb5981aea3524b304d,08574b074924071f4e201e151b152b4e,99.0
001cca7ae9ae17fb1caed9dfb1094831,29156,0aed18a03ea2ccdb5981aea3524b304d,98a8c2fa16d7239c606640f5555768e4,109.0
001cca7ae9ae17fb1caed9dfb1094831,29156,0bea543455029a72056bd0e781a8dca7,0da9ffd92214425d880de3f94e74ce39,99.99
001cca7ae9ae17fb1caed9dfb1094831,29156,0d3346ede30fffc33c30740f06709025,e251ebd2858be1aa7d9b2087a6992580,112.0
001cca7ae9ae17fb1caed9dfb1094831,29156,0d6fbe13e1bee14aa67cfcda25ee1781,98a8c2fa16d7239c606640f5555768e4,99.0
001cca7ae9ae17fb1caed9dfb1094831,29156,0f0da37d4b99bfd602829ae5992b2d57,08574b074924071f4e201e151b152b4e,89.0
001cca7ae9ae17fb1caed9dfb1094831,29156,0f548bd29148ebc519d6495e37a284e1,08574b074924071f4e201e151b152b4e,99.0
001cca7ae9ae17fb1caed9dfb1094831,29156,0f548bd29148ebc519d6495e37a284e1,08574b074924071f4e201e151b152b4e,99.0
001cca7ae9ae17fb1caed9dfb1094831,29156,128db96d96f727da26afde4579e68d48,08574b074924071f4e201e151b152b4e,89.0
001cca7ae9ae17fb1caed9dfb1094831,29156,14bba6d3df6ead296d2626315da5e5d0,e251ebd2858be1aa7d9b2087a6992580,199.0
001cca7ae9ae17fb1caed9dfb1094831,29156,15246ee2b24de92c7666519d10d4332f,e251ebd2858be1aa7d9b2087a6992580,112.0
001cca7ae9ae17fb1caed9dfb1094831,29156,15816297ce3f82c12bdfacebb7f445b5,08574b074924071f4e201e151b152b4e,89.0
001cca7ae9ae17fb1caed9dfb1094831,29156,15816297ce3f82c12bdfacebb7f445b5,08574b074924071f4e201e151b152b4e,89.0
001cca7ae9ae17fb1caed9dfb1094831,29156,15d972c5dd4501e8d219acbe1bea1519,0da9ffd92214425d880de3f94e74ce39,99.99
001cca7ae9ae17fb1caed9dfb1094831,29156,15d972c5dd4501e8d219acbe1bea1519,0da9ffd92214425d880de3f94e74ce39,99.99
001cca7ae9ae17fb1caed9dfb1094831,29156,1758ad531fb74f63e2ce97f1791a1325,08574b074924071f4e201e151b152b4e,89.0
001cca7ae9ae17fb1caed9dfb1094831,29156,17d3fed0f8f1fadf86cee573104d590a,08574b074924071f4e201e151b152b4e,99.0
001cca7ae9ae17fb1caed9dfb1094831,29156,199bd4c4070dcd4d99f63896213e032f,e251ebd2858be1aa7d9b2087a6992580,112.0
001cca7ae9ae17fb1caed9dfb1094831,29156,1d03e29afa208b835f77145e0348170e,08574b074924071f4e201e151b152b4e,89.0
001cca7ae9ae17fb1caed9dfb1094831,29156,1ec0f6dd4813ff79c33a11b6c372cfb8,547b95702aec86f05ac37e61d164891c,135.0
001cca7ae9ae17fb1caed9dfb1094831,29156,213ede0c70c581ede2b365194da6d2fe,08574b074924071f4e201e151b152b4e,99.0
001cca7ae9ae17fb1caed9dfb1094831,29156,225d6c38f3b55e64713038cbb2a7d357,08574b074924071f4e201e151b152b4e,101.0
001cca7ae9ae17fb1caed9dfb1094831,29156,226e16e7eb6dcefe180d80127468de8b,08574b074924071f4e201e151b152b4e,99.0
001cca7ae9ae17fb1caed9dfb1094831,29156,226e16e7eb6dcefe180d80127468de8b,08574b074924071f4e201e151b152b4e,99.0
001cca7ae9ae17fb1caed9dfb1094831,29156,247775a3bf20c748cd22b1521899ffa7,e251ebd2858be1aa7d9b2087a6992580,139.9
001cca7ae9ae17fb1caed9dfb1094831,29156,2588c3896757567ab46a721e4b36c8c8,08574b074924071f4e201e151b152b4e,89.0
001cca7ae9ae17fb1caed9dfb1094831,29156,261f725152296e3e8d5041687181d836,86b22a03cb72239dd53996a67df35c63,120.0
