product_id,product_category_name,avg_sold_price
489ae2aa008f021502940f251d4cce7f,utilidades_domesticas,6735.0
69c590f7ffc7bf8db97190b6cb6ed62e,pcs,6729.0
1bdf5e6731585cf01aa8169c7028d6ad,artes,6499.0
a6492cc69376c469ab6f61d8f44de961,eletroportateis,4799.0
c3ed642d592594bb648ff4a04cee2747,eletroportateis,4690.0
259037a6a41845e455183f89c5035f18,pcs,4590.0
a1beef8f3992dbd4cd8726796aa69c53,instrumentos_musicais,4399.87
6cdf8fc1d741c76586d8b6b15e9eef30,consoles_games,4099.99
6902c1962dd19d540807d0ab8fade5c6,relogios_presentes,3999.9
4ca7b91a31637bd24fb8e559d5e015e4,eletroportateis,3999.0
4c50dcc50f1512f46096d6ef0142c4a9,,3980.0
0563d4cc419141eab2e5b438046e844e,ferramentas_jardim,3930.0
0eb41884a8773e019708fb8409fd8347,bebes,3899.0
dd113cb02b2af9c8e5787e8f1f0722f6,esporte_lazer,3874.5
1953c4e517bc25739bc4223ede2ff5bc,relogios_presentes,3700.0
071930404657f7cd416f75bd063a9d4b,informatica_acessorios,3699.99
5e954c4ed342c50436d25d5f50a34919,pcs,3549.0
34f99d82cfc355d08d8db780d14aa002,pcs,3133.32
0c104824e973388d487c67a3d346e96d,beleza_saude,3124.0
17d98fc630d23a628ec1130f8d69d1d2,cool_stuff,3109.99
6e729bd456c54469a9af4c8774f1eab7,ferramentas_jardim,3105.0
6054d161235b97a4aaccea2a086d30b8,construcao_ferramentas_seguranca,3099.9
0cf5798cf0a69ca39b286d63dd5a9501,esporte_lazer,3099.0
7e53e051875b2a0c9f22acd8a9a29a20,industria_comercio_e_negocios,3089.0
cc1829caca1897ee76144ef20a32330f,esporte_lazer,2999.9
470433f95ba906e17efac3fce39e9ffd,informatica_acessorios,2999.89
2b69866f22de8dad69c976771daba91c,agro_industria_e_comercio,2990.0
a8bac9bc4001039c362db47eee5aee9a,informatica_acessorios,2951.0
797897e182469fff3c330560d2fc851f,beleza_saude,2899.0
27274145782d0048827cb28b7786323b,portateis_casa_forno_e_cafe,2899.0
817880704f1fcf911b4342385f701fc1,beleza_saude,2799.65
d7324d4c913e7b424cb61675dafc8c10,esporte_lazer,2799.0
44c7b85d371365e52230e2e0efb8e0d8,beleza_saude,2749.65
15151e8a937f6a4d1a4f0c03c765c6f2,ferramentas_jardim,2749.0
0e030462875259ec0cb868f7ecf1fd5e,,2740.0
e51071c4622d7a15494656e912c8d55b,relogios_presentes,2700.0
e63cb7bb4e916e643c1d4785da2b2846,beleza_saude,2699.0
3a1855685a49813f60e6193864f7215e,bebes,2699.0
cea7edf64d9e93fbf6b89cc3ba537cd9,ferramentas_jardim,2690.0
86999f823d7791c5796d506ae0ed44ea,ferramentas_jardim,2689.0
a233df9a388d27dbdfd31731d4236db0,informatica_acessorios,2649.99
1ed724b5e4b638eeb4bd3487d88b8f28,cool_stuff,2649.0
122bedead6e7541d311e6e0ab3cf248f,cool_stuff,2649.0
3ecf69ee1fe21cfd40b30cbea549e563,eletroportateis,2622.67
5263b67de8e3edbade45ea923f6c4e79,esporte_lazer,2600.0
1231bc5d1cab6d3f64357eba69240f63,ferramentas_jardim,2550.0
ab50aa8d9af0addb7f96149c8b8cee86,cool_stuff,2499.99
993ac19aa975075775c16ba15426f8be,informatica_acessorios,2499.75
8b502ca34e28d30605bc667b965b6abf,relogios_presentes,2499.45
2b9de6c892dd8bfb80322b1650d9904e,pet_shop,2498.0
0abc19e41fdc9d6894b8cae651619253,eletronicos,2458.2
a859dc323c1bebb21c887054599fccce,telefonia,2428.0
e9e425171123c1c10c30c2c7379b9544,relogios_presentes,2400.0
982cc4c1cdb785c9cb1f2e48c1e4f903,relogios_presentes,2400.0
ba58dd885694fa6a278aa4217365680a,instrumentos_musicais,2399.0
b7a60a397d4efd05c1b5d398fb9f9097,agro_industria_e_comercio,2399.0
9ce74f28b3b6dee34ad83b1ede956664,relogios_presentes,2399.0
a3cd9517ebf5a50dca25acce54f3b171,utilidades_domesticas,2338.08
ada6a9116c85d8e56232e0a4265d7db9,eletrodomesticos_2,2307.0
a319b66ab6cabbb2810942860c1c8a3c,construcao_ferramentas_construcao,2300.0
fdaed9f1261debbac5fc4459dc4fad1c,telefonia,2299.99
3db0b74faf0d26a6b252528659d6b849,cool_stuff,2299.95
2de5ba5ce28a5db125376077071370fd,cool_stuff,2299.95
fcd0a70961c103799897803f4e49c628,relogios_presentes,2299.0
d4d998605a20a7c575f53f6c8be0cde5,bebes,2288.0
628b17449083fb34688b2959b80bdecd,automotivo,2258.0
951aee2eea1136dd1f2cb63241c90ab7,beleza_saude,2249.0
18fcba7b80899b08132793f3a71ac9db,bebes,2218.0
df676834e2a38e1bf267bd85a2dc8e3a,relogios_presentes,2200.0
564a04f027fb97b53ca08464632db860,relogios_presentes,2200.0
14e9b59d37c1571b980c02e237a5d395,ferramentas_jardim,2200.0
1fa728d99803c8849b5c95cfeaf9b60c,pcs,2199.99
cd2f5c10e4e8dbc701f0bb68a09fdfe8,agro_industria_e_comercio,2199.0
6eefea74d72822573892405c674918e6,cool_stuff,2199.0
44612c61c35b16f7b7e88dadcebf096f,relogios_presentes,2199.0
d65575084607f3d226fb972abc1eb3ce,esporte_lazer,2170.0
ce99c3515272dee739f2d3eddae0f2cf,relogios_presentes,2150.0
12803e6c48756086227e39a8a2d2026b,cool_stuff,2139.99
1d7099ae41da8738fa29e4c51a5a492b,ferramentas_jardim,2130.0
7c7a6e88e5df5c4aa1d4526a833e59e7,informatica_acessorios,2120.39
cda8b19a05af621d957a97a979b6fa9a,bebes,2110.0
87feb07adc221a4c6cdf051ea1afd0ff,eletrodomesticos_2,2110.0
b0b727747746e677a470d0948bb68520,instrumentos_musicais,2109.9
bbff7e0ea95dd990ce461d8104ee9173,eletrodomesticos_2,2099.99
b59e3776fd0270273b8f6b1345e2f0fc,eletrodomesticos,2090.0
43d6624c213f21168ead351def0ad36a,automotivo,2090.0
bb3542bf40cc975720ee44d03fcf0cd8,eletrodomesticos_2,2070.0
b7550710491181180a97295a6b9faded,construcao_ferramentas_seguranca,2062.99
23e44bcf966914b366c7e28f13327dfe,ferramentas_jardim,2029.0
fd0065af7f09af4b82a0ca8f3eed1852,automotivo,1999.99
89ad4d91b311611f135ef67426267ffc,automotivo,1999.99
59af9f8790e7a3f82851c321f0e825bf,cama_mesa_banho,1999.98
fb10e89a4e9198e408db587983f3eb9e,relogios_presentes,1999.9
c5215dd0ebe57e26ec6025f1c4b42029,relogios_presentes,1999.9
843a502670c17eb4f8e7898bc2969be3,relogios_presentes,1999.9
58242a22820af7b54962e08f75d2cacf,relogios_presentes,1999.9
e245d0b2b8c02f14e840abef856cc149,informatica_acessorios,1999.0
acac295886c915b0bcb309cb4158c0a7,informatica_acessorios,1999.0
600add16084eeeead5c56279ccef0d7e,cool_stuff,1999.0
5183344b5357029cfd88c7f511ed876d,instrumentos_musicais,1999.0
463cdd8acfe23847f35e29076df0bbbd,relogios_presentes,1999.0
310806337e8a62be35203aa25d302b08,bebes,1999.0
8a12c0e223d9dbd49ccfcd2ad25d1b30,construcao_ferramentas_construcao,1998.0
ef854c7d98d5eba672287b0a9d37075b,instrumentos_musicais,1990.0
eed5cbd74fac3bd79b7c7ec95fa7507d,,1989.0
628cfb8a45c95a7b796ea06b006e9384,automotivo,1988.0
3a65f793b3e854ca1f31c6d7c636f117,informatica_acessorios,1980.0
486e577f635477c920c95e95dc243bc8,construcao_ferramentas_construcao,1970.0
74ab21b84ab4ccc188721da75b439526,market_place,1964.0
35f2f253dd0f52362515bb0394741a84,relogios_presentes,1949.9
09ff539a621711667c43eba6a3bd8466,bebes,1934.0
16c4e87b98a9370a9cbc3a4658a3f45b,instrumentos_musicais,1925.69
4abee1df902ca6e48fbe864fce3859bc,cama_mesa_banho,1914.58
3ff22524016b71a48fd1e5054632985c,cama_mesa_banho,1914.58
218bdd5d01fa000018c777fcc2bbfebd,eletroportateis,1899.05
eddb814fb553b6951f51b34c5f578ba0,agro_industria_e_comercio,1899.0
e91042dbe3df0b9887d7044968286f57,construcao_ferramentas_ferramentas,1899.0
67a1e52f1184a4ffecff3b0a80d00889,moveis_decoracao,1899.0
b7d35019c9f8e0eeff52b36a59eec8e8,eletroportateis,1890.0
9d65ba102eeefb2ee2284de1fdc3964d,automotivo,1890.0
10558db20f88e2b71f8dff4614f9e3bf,eletroportateis,1890.0
0433830caca22b01a0f477d31307b043,portateis_casa_forno_e_cafe,1884.71
752855b7d128a75a28fa2ea9341e51bc,automotivo,1880.0
4aa52adb5489aa151e17023d4e153297,pet_shop,1878.33
ba55945d930e34e802e5dd2e5cffdcc8,instrumentos_musicais,1858.01
ca6f1dddc138d9925f3a9b79dacbf1f5,relogios_presentes,1850.0
aaccb76bf4427c9196a531cb10a79458,beleza_saude,1850.0
5edfda97608b60c12ad5f3139d026bfb,eletronicos,1850.0
bd45d419cafca91f96772c2b59f0e0da,relogios_presentes,1849.9
b1e646eebd0f4d4e08092ed2c927f721,bebes,1849.0
1550a0fe151b511cb7cb327c55c865d3,bebes,1837.9
a9e9edb1bcac585bfbfa381ce40e5d99,ferramentas_jardim,1820.0
f71e81166f65ac9b5174e4630ab20615,ferramentas_jardim,1815.91
e48f857c5498e6408410be1fda8e0fe4,esporte_lazer,1800.0
d05d4a7430d1293367ba2ffbedcdef05,esporte_lazer,1799.0
64711ecc1a5700b2ca5fca7eafab7f3e,utilidades_domesticas,1799.0
3976c6466748442470251341eb6f92a3,pet_shop,1798.0
8a9405a507847ccf7d53141b2b16909d,instrumentos_musicais,1790.0
f520d24c6aa8c9b6e73e45517de7dad7,automotivo,1788.0
5ec9cc4e1217d387b9fedfa362b7bc24,automotivo,1788.0
d48c8d7a322bda722704d0ba7506e9a1,automotivo,1780.0
2b404a26ab8bb829250810315a2af34f,automotivo,1780.0
e213c4ab14d85a5a4a987bb6c543a952,esporte_lazer,1779.5
ca8abbdcac2d082a56ff54df35aec76a,instrumentos_musicais,1775.9
1c756cc8c5e3b4a2fcf83d1690f8084d,relogios_presentes,1775.0
c7b8e643fca22f6d8ec5f4b76b72e65f,beleza_saude,1750.0
19936fa4f614ee0590d3b77ac83fd648,telefonia_fixa,1743.33
821719b9a2288a792ba3ca0c9962f467,cama_mesa_banho,1740.0
569216db5e4a857c4056614de975617f,relogios_presentes,1725.0
48ec266dc99725679f820e6609801800,relogios_presentes,1704.97
cb5c020ae387a4159ee7bf98cf0c69ed,relogios_presentes,1700.0
1b01cabd433131aec917576c347f0dbd,relogios_presentes,1700.0
